date,season,home,away,home_score,away_score,home_win_price,away_win_price,draw_price,outcome
2016-06-26,2016,Portland Timbers,Houston Dynamo,3,2,-112,288,272,1
2016-06-25,2016,San Jose Earthquakes,Los Angeles Galaxy,1,1,127,222,231,3
2016-06-25,2016,FC Dallas,Real Salt Lake,2,0,-312,855,426,1
2016-06-25,2016,Orlando City,Toronto FC,3,2,129,216,237,1
2016-06-25,2016,CF Montreal,Sporting Kansas City,2,2,100,289,237,3
2016-06-25,2016,Columbus Crew,New York Red Bulls,1,1,129,199,252,3
2016-06-25,2016,DC United,New England Revolution,2,0,186,150,229,1
2016-06-25,2016,Philadelphia Union,Vancouver Whitecaps,2,3,-111,287,273,2
2016-06-25,2016,Seattle Sounders,New York City,0,2,-156,423,300,2
2016-06-22,2016,Los Angeles Galaxy,Colorado Rapids,0,0,-109,295,257,3
2016-06-22,2016,Real Salt Lake,New York Red Bulls,2,1,129,202,250,1
2016-06-22,2016,Philadelphia Union,Chicago Fire,4,3,-120,329,263,1
2016-06-19,2016,New York Red Bulls,Seattle Sounders,2,0,-182,480,328,1
2016-06-19,2016,Sporting Kansas City,FC Dallas,2,0,119,236,234,1
2016-06-18,2016,Real Salt Lake,Portland Timbers,2,2,102,259,256,3
2016-06-18,2016,Colorado Rapids,Chicago Fire,2,1,-135,396,254,1
2016-06-18,2016,Houston Dynamo,DC United,0,0,-102,283,249,3
2016-06-18,2016,Columbus Crew,CF Montreal,0,0,-123,330,274,3
2016-06-18,2016,Orlando City,San Jose Earthquakes,2,2,114,249,235,3
2016-06-18,2016,Toronto FC,Los Angeles Galaxy,1,0,-114,315,257,1
2016-06-18,2016,Vancouver Whitecaps,New England Revolution,1,2,114,227,242,2
2016-06-18,2016,New York City,Philadelphia Union,3,2,110,235,259,1
2016-06-02,2016,Los Angeles Galaxy,Sporting Kansas City,0,0,-118,313,267,3
2016-06-02,2016,FC Dallas,Houston Dynamo,1,1,-161,434,304,3
2016-06-02,2016,New York City,Real Salt Lake,2,3,-106,264,280,2
2016-06-01,2016,Portland Timbers,San Jose Earthquakes,1,0,-122,338,256,1
2016-06-01,2016,DC United,Seattle Sounders,0,2,100,270,252,2
2016-06-01,2016,Philadelphia Union,Columbus Crew,3,2,124,206,256,1
2016-05-29,2016,New York City,Orlando City,2,2,-135,338,303,3
2016-05-28,2016,San Jose Earthquakes,FC Dallas,0,0,137,211,222,3
2016-05-28,2016,Colorado Rapids,Philadelphia Union,1,1,106,272,231,3
2016-05-28,2016,Chicago Fire,Portland Timbers,1,1,108,249,245,3
2016-05-28,2016,CF Montreal,Los Angeles Galaxy,3,2,150,177,243,1
2016-05-28,2016,Columbus Crew,Real Salt Lake,4,3,-132,350,282,1
2016-05-28,2016,New England Revolution,Seattle Sounders,2,1,-132,366,268,1
2016-05-28,2016,New York Red Bulls,Toronto FC,3,0,-135,351,291,1
2016-05-28,2016,Vancouver Whitecaps,Houston Dynamo,1,1,-133,355,284,3
2016-05-27,2016,Sporting Kansas City,DC United,0,1,-147,420,280,2
2016-05-25,2016,Orlando City,Philadelphia Union,2,2,114,231,250,3
2016-05-22,2016,Los Angeles Galaxy,San Jose Earthquakes,1,1,-145,382,296,3
2016-05-22,2016,Portland Timbers,Vancouver Whitecaps,4,2,108,242,254,1
2016-05-21,2016,Seattle Sounders,Colorado Rapids,0,1,102,277,244,2
2016-05-21,2016,Sporting Kansas City,Real Salt Lake,1,3,-152,441,275,2
2016-05-21,2016,New England Revolution,FC Dallas,2,4,-133,350,288,2
2016-05-21,2016,Orlando City,CF Montreal,2,1,108,239,257,1
2016-05-21,2016,Chicago Fire,Houston Dynamo,1,0,108,249,249,1
2016-05-21,2016,Toronto FC,Columbus Crew,0,0,-104,278,262,3
2016-05-21,2016,New York City,New York Red Bulls,0,7,162,154,259,2
2016-05-20,2016,Philadelphia Union,DC United,1,0,-103,282,256,1
2016-05-18,2016,New York Red Bulls,Chicago Fire,1,0,-244,618,380,1
2016-05-18,2016,Toronto FC,New York City,1,1,-238,598,367,3
2016-05-15,2016,Portland Timbers,New York City,1,2,-172,422,325,2
2016-05-15,2016,Sporting Kansas City,Orlando City,2,1,-135,365,271,1
2016-05-15,2016,Houston Dynamo,Real Salt Lake,1,0,123,219,246,1
2016-05-14,2016,FC Dallas,Seattle Sounders,2,0,-135,382,269,1
2016-05-14,2016,Columbus Crew,Colorado Rapids,1,1,-109,303,256,3
2016-05-14,2016,New England Revolution,Chicago Fire,2,0,-159,444,298,1
2016-05-14,2016,Toronto FC,Vancouver Whitecaps,3,4,-213,629,326,2
2016-05-14,2016,CF Montreal,Philadelphia Union,1,1,-147,412,286,3
2016-05-13,2016,DC United,New York Red Bulls,2,0,214,124,250,1
2016-05-11,2016,San Jose Earthquakes,Houston Dynamo,3,1,-120,334,260,1
2016-05-11,2016,Vancouver Whitecaps,Chicago Fire,2,1,-164,465,292,1
2016-05-11,2016,Colorado Rapids,Sporting Kansas City,1,0,-109,307,245,1
2016-05-11,2016,FC Dallas,Portland Timbers,2,1,-143,362,297,1
2016-05-11,2016,Philadelphia Union,Los Angeles Galaxy,2,2,150,175,243,3
2016-05-08,2016,DC United,New York City,0,2,-101,261,264,2
2016-05-08,2016,Los Angeles Galaxy,New England Revolution,4,2,-147,390,295,1
2016-05-07,2016,Seattle Sounders,San Jose Earthquakes,2,0,-130,380,254,1
2016-05-07,2016,Colorado Rapids,Real Salt Lake,1,0,-101,279,247,1
2016-05-07,2016,Houston Dynamo,Sporting Kansas City,2,0,152,177,236,1
2016-05-07,2016,Columbus Crew,CF Montreal,4,4,-120,324,269,3
2016-05-07,2016,Toronto FC,FC Dallas,1,0,-139,374,283,1
2016-05-07,2016,Vancouver Whitecaps,Portland Timbers,2,1,108,246,250,1
2016-05-06,2016,Orlando City,New York Red Bulls,1,1,146,177,247,3
2016-05-01,2016,Sporting Kansas City,Los Angeles Galaxy,1,1,106,252,252,3
2016-05-01,2016,Portland Timbers,Toronto FC,2,1,104,252,257,1
2016-04-30,2016,Real Salt Lake,Houston Dynamo,2,1,-130,350,272,1
2016-04-30,2016,New England Revolution,Orlando City,2,2,-139,362,287,3
2016-04-30,2016,Chicago Fire,DC United,1,1,106,254,246,3
2016-04-30,2016,CF Montreal,Colorado Rapids,2,2,-112,322,249,3
2016-04-30,2016,New York City,Vancouver Whitecaps,3,2,-112,301,263,1
2016-04-30,2016,Philadelphia Union,San Jose Earthquakes,1,1,102,274,242,3
2016-04-30,2016,Seattle Sounders,Columbus Crew,1,0,122,227,235,1
2016-04-29,2016,New York Red Bulls,FC Dallas,4,0,-109,269,279,1
2016-04-27,2016,Vancouver Whitecaps,Sporting Kansas City,1,1,-110,305,250,3
2016-04-27,2016,New England Revolution,Portland Timbers,1,1,-114,311,260,3
2016-04-27,2016,New York City,CF Montreal,1,1,131,198,248,3
2016-04-24,2016,New York Red Bulls,Orlando City,3,2,-185,463,336,1
2016-04-24,2016,San Jose Earthquakes,Sporting Kansas City,1,0,-101,289,240,1
2016-04-23,2016,Los Angeles Galaxy,Real Salt Lake,5,2,-145,388,292,1
2016-04-23,2016,Vancouver Whitecaps,FC Dallas,3,0,131,208,235,1
2016-04-23,2016,Colorado Rapids,Seattle Sounders,3,1,106,273,227,1
2016-04-23,2016,Columbus Crew,Houston Dynamo,1,0,-154,400,305,1
2016-04-23,2016,DC United,New England Revolution,3,0,171,163,227,1
2016-04-23,2016,CF Montreal,Toronto FC,0,2,-109,303,250,2
2016-04-23,2016,Philadelphia Union,New York City,2,0,-123,325,278,1
2016-04-17,2016,FC Dallas,Sporting Kansas City,2,1,-132,357,271,1
2016-04-17,2016,Orlando City,New England Revolution,2,2,117,229,243,3
2016-04-16,2016,Portland Timbers,San Jose Earthquakes,3,1,-127,359,264,1
2016-04-16,2016,Real Salt Lake,Vancouver Whitecaps,1,0,-102,283,247,1
2016-04-16,2016,Seattle Sounders,Philadelphia Union,2,1,-141,405,267,1
2016-04-16,2016,Colorado Rapids,New York Red Bulls,2,1,129,214,235,1
2016-04-16,2016,Columbus Crew,New York City,3,2,-161,426,309,1
2016-04-16,2016,Chicago Fire,CF Montreal,1,2,166,169,225,2
2016-04-16,2016,DC United,Toronto FC,0,1,154,175,231,2
2016-04-15,2016,Houston Dynamo,Los Angeles Galaxy,1,4,127,209,241,2
2016-04-13,2016,Portland Timbers,FC Dallas,1,3,104,262,247,2
2016-04-13,2016,San Jose Earthquakes,New York Red Bulls,2,0,-104,291,244,1
2016-04-13,2016,Sporting Kansas City,Colorado Rapids,1,2,110,259,229,2
2016-04-10,2016,Los Angeles Galaxy,Portland Timbers,1,1,-105,270,267,3
2016-04-10,2016,New York City,Chicago Fire,0,0,-115,284,281,3
2016-04-10,2016,Houston Dynamo,Seattle Sounders,1,1,119,234,236,3
2016-04-09,2016,Real Salt Lake,Colorado Rapids,1,0,-112,315,248,1
2016-04-09,2016,FC Dallas,San Jose Earthquakes,2,2,-152,422,283,3
2016-04-09,2016,New York Red Bulls,Sporting Kansas City,0,2,-137,379,272,2
2016-04-09,2016,DC United,Vancouver Whitecaps,4,0,125,224,229,1
2016-04-09,2016,CF Montreal,Columbus Crew,2,0,131,202,243,1
2016-04-09,2016,New England Revolution,Toronto FC,1,1,-102,280,249,3
2016-04-08,2016,Philadelphia Union,Orlando City,2,1,108,249,245,1
2016-04-03,2016,Orlando City,Portland Timbers,4,1,135,195,245,1
2016-04-02,2016,San Jose Earthquakes,DC United,1,1,-141,393,273,3
2016-04-02,2016,Seattle Sounders,CF Montreal,1,0,-120,346,250,1
2016-04-02,2016,Vancouver Whitecaps,Los Angeles Galaxy,0,0,112,250,236,3
2016-04-02,2016,FC Dallas,Columbus Crew,1,1,-101,265,261,3
2016-04-02,2016,Sporting Kansas City,Real Salt Lake,1,2,-175,476,312,2
2016-04-02,2016,Colorado Rapids,Toronto FC,1,0,124,220,237,1
2016-04-02,2016,Chicago Fire,Philadelphia Union,1,0,108,252,243,1
2016-04-01,2016,New England Revolution,New York Red Bulls,1,0,-108,277,270,1
2016-03-26,2016,Vancouver Whitecaps,Houston Dynamo,1,0,-114,304,263,1
2016-03-26,2016,DC United,FC Dallas,0,3,199,131,243,2
2016-03-26,2016,New York City,New England Revolution,1,1,118,218,257,3
2016-03-20,2016,Sporting Kansas City,Toronto FC,1,0,104,252,254,1
2016-03-20,2016,DC United,Colorado Rapids,1,1,127,223,227,3
2016-03-20,2016,Philadelphia Union,New England Revolution,3,0,150,175,246,1
2016-03-19,2016,Los Angeles Galaxy,San Jose Earthquakes,3,1,-172,434,323,1
2016-03-19,2016,Portland Timbers,Real Salt Lake,2,2,-147,418,276,3
2016-03-19,2016,Seattle Sounders,Vancouver Whitecaps,1,2,124,231,229,2
2016-03-19,2016,FC Dallas,CF Montreal,2,0,-141,388,277,1
2016-03-19,2016,New York Red Bulls,Houston Dynamo,4,3,-175,474,313,1
2016-03-19,2016,Chicago Fire,Columbus Crew,0,0,188,140,246,3
2016-03-18,2016,New York City,Orlando City,0,1,-119,292,290,2
2016-03-13,2016,San Jose Earthquakes,Portland Timbers,2,1,150,183,233,1
2016-03-13,2016,New York City,Toronto FC,2,2,158,152,267,3
2016-03-12,2016,Houston Dynamo,FC Dallas,5,0,216,127,234,1
2016-03-12,2016,Sporting Kansas City,Vancouver Whitecaps,2,1,112,243,239,1
2016-03-12,2016,Columbus Crew,Philadelphia Union,1,2,-222,584,354,2
2016-03-12,2016,Colorado Rapids,Los Angeles Galaxy,1,0,165,163,237,1
2016-03-12,2016,CF Montreal,New York Red Bulls,3,0,146,179,242,1
2016-03-12,2016,Real Salt Lake,Seattle Sounders,2,1,110,254,235,1
2016-03-12,2016,New England Revolution,DC United,0,0,-208,576,326,3
2016-03-11,2016,Orlando City,Chicago Fire,1,1,-105,272,265,3
2016-03-06,2016,Los Angeles Galaxy,DC United,4,1,-303,805,428,1
2016-03-06,2016,Seattle Sounders,Sporting Kansas City,0,1,-118,334,250,2
2016-03-06,2016,Vancouver Whitecaps,CF Montreal,2,3,-123,349,257,2
2016-03-06,2016,Portland Timbers,Columbus Crew,2,1,-116,305,269,1
2016-03-06,2016,FC Dallas,Philadelphia Union,2,0,-175,505,300,1
2016-03-06,2016,Houston Dynamo,New England Revolution,3,3,131,214,229,3
2016-03-06,2016,San Jose Earthquakes,Colorado Rapids,1,0,-111,341,231,1
2016-03-06,2016,Chicago Fire,New York City,3,4,-108,283,262,2
2016-03-06,2016,Orlando City,Real Salt Lake,2,2,131,208,220,3
2016-03-06,2016,New York Red Bulls,Toronto FC,0,2,-139,370,279,2
2015-12-06,2015,Columbus Crew,Portland Timbers,1,2,102,266,244,2
2015-11-29,2015,New York Red Bulls,Columbus Crew,1,0,-164,401,332,1
2015-11-29,2015,FC Dallas,Portland Timbers,2,2,-127,336,276,3
2015-11-22,2015,Portland Timbers,FC Dallas,3,1,104,274,233,1
2015-11-22,2015,Columbus Crew,New York Red Bulls,2,0,129,200,248,1
2015-11-08,2015,Vancouver Whitecaps,Portland Timbers,0,2,112,243,237,2
2015-11-08,2015,FC Dallas,Seattle Sounders,3,1,-139,362,283,1
2015-11-08,2015,Columbus Crew,CF Montreal,3,1,-110,278,270,1
2015-11-08,2015,New York Red Bulls,DC United,1,0,-286,721,405,1
2015-11-01,2015,Seattle Sounders,FC Dallas,2,1,100,275,242,1
2015-11-01,2015,CF Montreal,Columbus Crew,2,1,106,235,258,1
2015-11-01,2015,Portland Timbers,Vancouver Whitecaps,0,0,108,264,227,3
2015-11-01,2015,DC United,New York Red Bulls,0,1,243,106,258,2
2015-10-29,2015,Portland Timbers,Sporting Kansas City,3,2,-133,379,261,3
2015-10-29,2015,CF Montreal,Toronto FC,3,0,110,235,252,1
2015-10-28,2015,Seattle Sounders,Los Angeles Galaxy,3,2,117,227,242,1
2015-10-28,2015,DC United,New England Revolution,2,1,193,139,234,1
2015-10-25,2015,Chicago Fire,New York Red Bulls,1,2,323,-133,305,2
2015-10-25,2015,FC Dallas,San Jose Earthquakes,2,1,-106,281,258,1
2015-10-25,2015,Portland Timbers,Colorado Rapids,4,1,-238,642,359,1
2015-10-25,2015,Seattle Sounders,Real Salt Lake,3,1,-244,667,361,1
2015-10-25,2015,Sporting Kansas City,Los Angeles Galaxy,2,1,148,174,243,1
2015-10-25,2015,Vancouver Whitecaps,Houston Dynamo,3,0,-204,567,320,1
2015-10-25,2015,CF Montreal,Toronto FC,2,1,110,227,260,1
2015-10-25,2015,Columbus Crew,DC United,5,0,-128,326,282,1
2015-10-25,2015,New York City,New England Revolution,1,3,181,137,257,2
2015-10-25,2015,Philadelphia Union,Orlando City,1,0,114,213,270,1
2015-10-21,2015,Sporting Kansas City,Colorado Rapids,0,2,-256,738,350,2
2015-10-18,2015,Los Angeles Galaxy,Portland Timbers,2,5,-169,438,311,2
2015-10-18,2015,Houston Dynamo,Seattle Sounders,1,1,163,162,241,3
2015-10-18,2015,New York Red Bulls,Philadelphia Union,4,1,-238,615,380,1
2015-10-18,2015,DC United,Chicago Fire,4,0,-116,291,276,1
2015-10-17,2015,Real Salt Lake,FC Dallas,0,1,163,154,252,2
2015-10-17,2015,New England Revolution,CF Montreal,0,1,-119,318,268,2
2015-10-17,2015,Toronto FC,Columbus Crew,0,2,110,217,274,2
2015-10-16,2015,San Jose Earthquakes,Sporting Kansas City,1,0,117,233,237,1
2015-10-16,2015,Orlando City,New York City,2,1,-116,292,293,1
2015-10-14,2015,Real Salt Lake,Portland Timbers,0,1,106,244,252,2
2015-10-14,2015,FC Dallas,Vancouver Whitecaps,2,0,-135,373,269,1
2015-10-14,2015,Toronto FC,New York Red Bulls,2,1,167,149,252,1
2015-10-10,2015,Colorado Rapids,CF Montreal,0,1,173,152,238,2
2015-10-07,2015,Vancouver Whitecaps,FC Dallas,0,0,-101,268,252,3
2015-10-07,2015,New York Red Bulls,CF Montreal,2,1,-161,405,309,1
2015-10-04,2015,Seattle Sounders,Los Angeles Galaxy,1,1,143,179,247,3
2015-10-04,2015,Colorado Rapids,Real Salt Lake,1,2,116,229,243,2
2015-10-04,2015,FC Dallas,Houston Dynamo,4,1,-141,368,288,1
2015-10-03,2015,Portland Timbers,Sporting Kansas City,0,1,-189,549,305,2
2015-10-03,2015,San Jose Earthquakes,Vancouver Whitecaps,1,1,127,214,236,3
2015-10-03,2015,Chicago Fire,New England Revolution,3,1,222,114,254,1
2015-10-03,2015,Orlando City,CF Montreal,2,1,112,225,254,1
2015-10-03,2015,New York Red Bulls,Columbus Crew,2,1,-125,298,295,1
2015-10-03,2015,Toronto FC,Philadelphia Union,3,1,-192,483,336,1
2015-10-02,2015,DC United,New York City,2,1,139,175,259,1
2015-09-27,2015,Los Angeles Galaxy,FC Dallas,3,2,-164,405,307,1
2015-09-27,2015,San Jose Earthquakes,Real Salt Lake,1,0,-110,290,263,1
2015-09-27,2015,Sporting Kansas City,Seattle Sounders,1,1,245,108,250,3
2015-09-26,2015,Vancouver Whitecaps,New York City,1,2,-169,405,332,2
2015-09-26,2015,Houston Dynamo,Colorado Rapids,3,2,-101,285,241,1
2015-09-26,2015,Columbus Crew,Portland Timbers,1,2,-112,281,275,2
2015-09-26,2015,New England Revolution,Philadelphia Union,1,1,-222,609,346,3
2015-09-26,2015,CF Montreal,DC United,2,0,-137,361,275,1
2015-09-26,2015,Toronto FC,Chicago Fire,3,2,-182,459,330,1
2015-09-25,2015,New York Red Bulls,Orlando City,2,5,-312,747,441,2
2015-09-23,2015,Houston Dynamo,Sporting Kansas City,1,0,137,198,234,1
2015-09-23,2015,CF Montreal,Chicago Fire,2,1,-169,438,316,1
2015-09-20,2015,Philadelphia Union,Houston Dynamo,2,0,-137,355,276,1
2015-09-20,2015,Portland Timbers,New York Red Bulls,0,2,-112,284,271,2
2015-09-19,2015,Real Salt Lake,Los Angeles Galaxy,3,0,227,112,256,1
2015-09-19,2015,Chicago Fire,Orlando City,0,1,-154,412,294,2
2015-09-19,2015,CF Montreal,New England Revolution,3,0,134,195,244,1
2015-09-19,2015,DC United,Columbus Crew,1,2,152,165,250,2
2015-09-19,2015,New York City,San Jose Earthquakes,3,2,104,238,265,1
2015-09-19,2015,Vancouver Whitecaps,Seattle Sounders,0,3,106,259,241,2
2015-09-19,2015,Toronto FC,Colorado Rapids,3,1,-139,394,268,1
2015-09-18,2015,Sporting Kansas City,FC Dallas,3,1,106,243,254,1
2015-09-16,2015,San Jose Earthquakes,CF Montreal,1,1,-135,366,277,3
2015-09-16,2015,New England Revolution,New York Red Bulls,2,1,145,173,252,1
2015-09-16,2015,New York City,Toronto FC,2,0,143,161,281,1
2015-09-13,2015,Orlando City,Sporting Kansas City,3,1,163,161,240,1
2015-09-13,2015,Toronto FC,New England Revolution,1,3,122,209,252,2
2015-09-12,2015,Los Angeles Galaxy,CF Montreal,0,0,-213,544,357,3
2015-09-12,2015,San Jose Earthquakes,Seattle Sounders,1,1,129,214,229,3
2015-09-12,2015,Colorado Rapids,DC United,1,1,-130,372,258,3
2015-09-12,2015,FC Dallas,New York City,2,1,-161,382,326,1
2015-09-12,2015,Houston Dynamo,Real Salt Lake,1,3,-132,362,267,2
2015-09-12,2015,Philadelphia Union,Columbus Crew,1,2,110,225,263,2
2015-09-11,2015,New York Red Bulls,Chicago Fire,3,2,-196,487,348,1
2015-09-09,2015,Portland Timbers,Sporting Kansas City,0,0,-110,293,257,3
2015-09-09,2015,Vancouver Whitecaps,Colorado Rapids,2,0,-152,429,275,1
2015-09-06,2015,Columbus Crew,FC Dallas,0,3,110,229,257,2
2015-09-05,2015,San Jose Earthquakes,Philadelphia Union,1,2,-116,326,249,2
2015-09-05,2015,Seattle Sounders,Toronto FC,2,1,-169,457,295,1
2015-09-05,2015,CF Montreal,Chicago Fire,4,3,102,260,250,1
2015-09-05,2015,New England Revolution,Orlando City,3,0,-213,578,334,1
2015-08-30,2015,New York Red Bulls,DC United,3,0,-185,474,326,1
2015-08-30,2015,Seattle Sounders,Portland Timbers,2,1,100,273,244,1
2015-08-29,2015,Colorado Rapids,Sporting Kansas City,2,1,124,215,240,1
2015-08-29,2015,FC Dallas,Real Salt Lake,2,0,-133,363,270,1
2015-08-29,2015,Houston Dynamo,Vancouver Whitecaps,2,0,123,224,236,1
2015-08-29,2015,Orlando City,Chicago Fire,1,1,122,219,240,3
2015-08-29,2015,Philadelphia Union,New England Revolution,0,1,106,242,258,2
2015-08-29,2015,New York City,Columbus Crew,1,2,120,196,277,2
2015-08-29,2015,Toronto FC,CF Montreal,2,1,-152,400,296,1
2015-08-28,2015,San Jose Earthquakes,Los Angeles Galaxy,1,0,234,112,244,1
2015-08-26,2015,Colorado Rapids,Houston Dynamo,2,1,-103,289,240,1
2015-08-26,2015,Chicago Fire,New York Red Bulls,3,2,167,152,249,1
2015-08-23,2015,Los Angeles Galaxy,New York City,5,1,-208,507,366,1
2015-08-22,2015,Real Salt Lake,Seattle Sounders,2,0,125,217,239,1
2015-08-22,2015,Vancouver Whitecaps,FC Dallas,1,0,-122,340,250,1
2015-08-22,2015,Chicago Fire,Colorado Rapids,0,1,104,265,245,2
2015-08-22,2015,CF Montreal,Philadelphia Union,0,1,106,252,250,2
2015-08-22,2015,Columbus Crew,Sporting Kansas City,3,2,-133,348,286,1
2015-08-22,2015,DC United,San Jose Earthquakes,0,2,159,174,231,2
2015-08-22,2015,Toronto FC,Orlando City,5,0,-135,359,282,1
2015-08-21,2015,Portland Timbers,Houston Dynamo,2,2,-141,380,284,3
2015-08-19,2015,Sporting Kansas City,San Jose Earthquakes,0,5,-149,416,280,2
2015-08-19,2015,Columbus Crew,New York City,2,2,-123,289,300,3
2015-08-16,2015,Philadelphia Union,Chicago Fire,3,3,100,270,249,3
2015-08-16,2015,Seattle Sounders,Orlando City,4,0,-109,299,250,1
2015-08-15,2015,Real Salt Lake,Portland Timbers,0,1,144,185,237,2
2015-08-15,2015,FC Dallas,Los Angeles Galaxy,1,2,152,173,240,2
2015-08-15,2015,Sporting Kansas City,Vancouver Whitecaps,4,3,100,276,241,1
2015-08-15,2015,New England Revolution,Houston Dynamo,2,0,-133,370,264,1
2015-08-15,2015,New York Red Bulls,Toronto FC,3,0,-143,358,299,1
2015-08-14,2015,San Jose Earthquakes,Colorado Rapids,1,0,110,250,236,1
2015-08-13,2015,New York City,DC United,3,1,-102,254,262,1
2015-08-09,2015,New York Red Bulls,New York City,2,0,-172,407,345,1
2015-08-09,2015,Los Angeles Galaxy,Seattle Sounders,3,1,-208,562,333,1
2015-08-08,2015,Vancouver Whitecaps,Real Salt Lake,4,0,-200,551,325,1
2015-08-08,2015,Colorado Rapids,Columbus Crew,1,2,127,211,236,2
2015-08-08,2015,Houston Dynamo,San Jose Earthquakes,2,1,-111,309,247,1
2015-08-08,2015,CF Montreal,DC United,0,1,110,242,242,2
2015-08-08,2015,Orlando City,Philadelphia Union,0,0,-111,288,264,3
2015-08-08,2015,Toronto FC,Sporting Kansas City,1,3,102,262,249,2
2015-08-07,2015,Portland Timbers,Chicago Fire,1,0,-133,354,275,1
2015-08-05,2015,CF Montreal,New York Red Bulls,1,1,162,156,248,3
2015-08-05,2015,Toronto FC,Orlando City,4,1,-106,274,264,1
2015-08-02,2015,Chicago Fire,FC Dallas,2,0,138,196,234,1
2015-08-02,2015,San Jose Earthquakes,Portland Timbers,0,0,145,185,231,3
2015-08-01,2015,Seattle Sounders,Vancouver Whitecaps,0,3,114,250,223,2
2015-08-01,2015,Colorado Rapids,Los Angeles Galaxy,1,3,140,191,234,2
2015-08-01,2015,Sporting Kansas City,Houston Dynamo,1,1,-152,437,271,3
2015-08-01,2015,New England Revolution,Toronto FC,3,1,100,256,257,1
2015-08-01,2015,Orlando City,Columbus Crew,5,2,114,231,244,1
2015-08-01,2015,DC United,Real Salt Lake,6,4,-108,296,249,1
2015-08-01,2015,Philadelphia Union,New York Red Bulls,1,3,167,152,249,2
2015-08-01,2015,New York City,CF Montreal,2,3,-111,288,267,2
2015-07-26,2015,Vancouver Whitecaps,San Jose Earthquakes,3,1,-130,371,258,1
2015-07-26,2015,DC United,Philadelphia Union,3,2,-102,279,246,1
2015-07-26,2015,New York City,Orlando City,5,3,122,223,235,1
2015-07-25,2015,FC Dallas,Portland Timbers,4,1,108,252,244,1
2015-07-25,2015,Houston Dynamo,Los Angeles Galaxy,3,0,175,156,231,1
2015-07-25,2015,Chicago Fire,New England Revolution,2,2,102,273,247,3
2015-07-25,2015,CF Montreal,Seattle Sounders,1,0,-101,280,241,1
2015-07-25,2015,Columbus Crew,Toronto FC,3,3,-116,300,272,3
2015-07-24,2015,Real Salt Lake,Sporting Kansas City,2,1,154,179,222,1
2015-07-19,2015,Columbus Crew,Chicago Fire,3,1,-164,425,288,1
2015-07-18,2015,Portland Timbers,Vancouver Whitecaps,1,1,-104,295,246,3
2015-07-18,2015,Real Salt Lake,Houston Dynamo,2,0,120,237,229,1
2015-07-18,2015,Seattle Sounders,Colorado Rapids,0,1,112,257,233,2
2015-07-18,2015,FC Dallas,DC United,2,1,-147,411,270,1
2015-07-18,2015,Sporting Kansas City,CF Montreal,2,1,-135,368,271,1
